Id,L0_S0_F0,L0_S0_F18,L0_S2_F52,L0_S3_F92,L0_S7_F136,L0_S9_F170,L0_S10_F224,L0_S10_F274,L0_S11_F318,L0_S12_F342,L0_S14_F366,L0_S15_F403,L0_S18_F435,L0_S21_F472,L0_S21_F522,L0_S22_F576,L0_S23_F627,L0_S23_F667,L1_S24_F733,L1_S24_F795,L1_S24_F834,L1_S24_F892,L1_S24_F953,L1_S24_F1000,L1_S24_F1026,L1_S24_F1083,L1_S24_F1126,L1_S24_F1176,L1_S24_F1240,L1_S24_F1298,L1_S24_F1356,L1_S24_F1401,L1_S24_F1451,L1_S24_F1502,L1_S24_F1567,L1_S24_F1604,L1_S24_F1662,L1_S24_F1728,L1_S24_F1778,L1_S24_F1814,L1_S24_F1838,L1_S25_F1869,L1_S25_F1909,L1_S25_F1963,L1_S25_F2016,L1_S25_F2066,L1_S25_F2116,L1_S25_F2161,L1_S25_F2190,L1_S25_F2226,L1_S25_F2258,L1_S25_F2312,L1_S25_F2365,L1_S25_F2411,L1_S25_F2437,L1_S25_F2462,L1_S25_F2487,L1_S25_F2514,L1_S25_F2569,L1_S25_F2623,L1_S25_F2677,L1_S25_F2716,L1_S25_F2741,L1_S25_F2767,L1_S25_F2795,L1_S25_F2842,L1_S25_F2896,L1_S25_F2950,L1_S25_F2997,L1_S25_F3020,L2_S26_F3047,L2_S26_F3121,L2_S27_F3170,L2_S28_F3241,L2_S28_F3311,L3_S29_F3342,L3_S29_F3376,L3_S29_F3412,L3_S29_F3449,L3_S29_F3479,L3_S30_F3519,L3_S30_F3569,L3_S30_F3614,L3_S30_F3664,L3_S30_F3714,L3_S30_F3764,L3_S30_F3814,L3_S33_F3855,L3_S34_F3876,L3_S35_F3908,L3_S37_F3944,L3_S39_F3972,L3_S41_F3996,L3_S41_F4018,L3_S43_F4090,L3_S44_F4121,L3_S47_F4158,L3_S48_F4200,L3_S50_F4241,L3_S51_F4262,Response,L0_S0_D1,L0_S3_D94,L0_S9_D197,L0_S11_D328,L0_S15_D413,L0_S21_D514,L0_S23_D649,L1_S24_D782,L1_S24_D904,L1_S24_D1023,L1_S24_D1143,L1_S24_D1257,L1_S24_D1403,L1_S24_D1522,L1_S24_D1639,L1_S24_D1785,L1_S25_D1857,L1_S25_D1980,L1_S25_D2128,L1_S25_D2214,L1_S25_D2314,L1_S25_D2434,L1_S25_D2499,L1_S25_D2615,L1_S25_D2729,L1_S25_D2794,L1_S25_D2932,L1_S25_D3025,L2_S26_D3122,L2_S28_D3227,L3_S29_D3331,L3_S29_D3415,L3_S30_D3501,L3_S30_D3651,L3_S30_D3796,L3_S35_D3895,L3_S40_D3987,L3_S42_D4053,L3_S47_D4170,L3_S51_D4263,L0_S1_F25,L0_S6_F133,L0_S10_F238,L0_S14_F367,L0_S21_F495,L0_S22_F585,L1_S24_F686,L1_S24_F769,L1_S24_F868,L1_S24_F956,L1_S24_F1064,L1_S24_F1167,L1_S24_F1263,L1_S24_F1350,L1_S24_F1440,L1_S24_F1542,L1_S24_F1638,L1_S24_F1726,L1_S25_F1861,L1_S25_F1962,L1_S25_F2050,L1_S25_F2142,L1_S25_F2286,L1_S25_F2376,L1_S25_F2546,L1_S25_F2635,L1_S25_F2774,L1_S25_F2882,L1_S25_F2973,L2_S26_F3105,L2_S27_F3202,L2_S28_F3298,L3_S29_F3446,L3_S30_F3557,L3_S30_F3648,L3_S30_F3740,L3_S30_F3832,L3_S42_F4031,L3_S46_F4136,L3_S49_F4240
16575,-0.049,0.072,0.0,,0.336,,,,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,0.074,-0.702,0.016,-0.451,0.033,,,,,0.012,0.013,-0.029,0.0,,0.0,,,,,,,,,,0,78.68,,,78.71,,,,,,,,,,,,,,,,,,,,,,,,,,,85.03,85.03,85.04,,85.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
56524,,,,,,,,,,0.026,0.066,,,,,,-0.021,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,,,-0.056,-0.117,0.063,-0.056,-0.067,0.007,-0.038,0.0,-0.012,0.0,0.011,0.013,0.017,0.0,0.0,0.0,,,,,,,,,,0,,,,,,,1260.65,,,,,,,,,,,,,,,,,,,,,,,,1263.93,1263.93,1263.93,1263.93,1263.93,1263.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59584,,,,,,,,,,-0.01,,0.39,-0.01,,,,-0.033,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,-0.053,0.014,0.08,0.078,-0.099,,,,,0.014,0.013,0.017,0.0,,0.0,,,,,,,,,,0,,,,,301.47,,301.49,,,,,,,,,,,,,,,,,,,,,,,,303.63,303.63,303.64,,303.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
56907,,,,,,,,,,0.01,-0.034,,,,,,-0.023,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.262,0.023,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.213,-0.033,,-0.139,0.0,,0.0,1,,,,,,,1400.61,,,,,,,,,,,,,,,,,,,,,,1405.89,,,,,,,,1408.42,,1408.44,1408.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54096,-0.049,0.184,,0.019,-0.164,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.132,-0.028,0.104,-0.132,-0.024,0.033,0.151,0.0,0.021,0.0,0.011,0.013,-0.029,0.0,0.0,0.0,,,,,,,,,,0,1560.26,1560.27,1560.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,1564.0,1564.0,1564.01,1564.01,1564.01,1564.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4308,-0.101,0.174,,0.019,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.132,-0.047,0.063,-0.132,-0.016,0.138,-0.038,0.0,0.012,0.0,0.012,0.013,-0.119,0.0,,0.0,,,,,,,,,,0,961.64,961.64,961.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,963.71,963.71,963.71,963.71,963.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
48550,,,,,,,,,,0.006,,0.244,,,,,0.021,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.122,-0.034,0.037,-0.122,0.18,-0.125,,,,,0.013,0.013,0.153,0.0,0.0,0.0,,,,,,,,,,0,,,,,291.78,,291.8,,,,,,,,,,,,,,,,,,,,,,,,298.23,298.23,298.23,,298.23,298.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
3430,,,,,,,,,,0.018,0.066,,,,,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.162,0.149,,,,-0.031,0.061,0.104,-0.031,-0.067,0.086,-0.038,0.0,-0.004,0.0,0.013,0.013,0.017,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464.62,,1467.19,1467.19,1467.19,1467.19,1467.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
21061,0.023,0.008,,0.019,,,-0.089,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.093,0.037,0.003,0.051,-0.151,,,,,0.009,0.013,-0.119,0.0,,0.0,,,,,,,,,,0,353.32,353.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.29,354.29,354.29,,354.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
29493,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.039,-0.11,0.229,,,,0.074,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.171,0.077,,,,-0.043,0.144,0.057,-0.043,-0.039,0.059,-0.146,0.0,-0.004,0.0,0.018,0.013,-0.074,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,737.44,737.44,,,,,,,,,,,,,,,,,759.82,,762.3,762.3,762.3,762.3,762.3,,,,,,,,,,,,,,,,,,T1,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
27750,-0.016,0.147,,0.019,0.336,,-0.056,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.181,0.227,0.037,-0.181,0.125,0.059,,,,,0.013,0.013,0.062,0.0,0.0,0.0,,,,,,,,,,0,248.27,248.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.35,249.35,249.35,,249.35,249.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
7213,-0.049,-0.03,,0.019,-0.164,,,,0.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.374,0.049,0.082,-0.374,0.016,-0.02,0.043,0.0,-0.012,0.0,0.007,0.013,0.062,0.0,0.0,0.0,,,,,,,,,,0,575.25,575.25,,575.28,,,,,,,,,,,,,,,,,,,,,,,,,,,577.91,577.91,577.91,577.91,577.91,577.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
17472,-0.016,-0.072,0.0,,-0.164,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,0.106,0.082,-0.07,0.016,0.007,-0.038,0.0,-0.012,0.0,0.012,0.013,0.062,0.0,,0.0,,,,,,,,,,0,569.6,,569.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.86,571.86,571.86,571.86,571.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
57950,0.056,0.275,,0.119,-0.164,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.134,0.004,0.057,0.134,-0.024,0.007,-0.038,0.0,0.012,0.0,0.012,0.013,0.062,0.0,,0.0,,,,,,,,,,0,821.56,821.56,,821.59,,,,,,,,,,,,,,,,,,,,,,,,,,,824.51,824.51,824.51,824.51,824.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
40364,,,,,,,,,,-0.006,-0.034,,-0.01,-0.048,-0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.132,-0.021,0.104,-0.132,-0.094,0.191,0.097,0.0,-0.014,0.0,0.013,0.013,0.017,0.0,,0.0,,,,,,,,,,0,,,,,,1661.94,,,,,,,,,,,,,,,,,,,,,,,,,1662.02,1662.02,1662.03,1662.03,1662.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
38110,0.147,-0.046,0.0,,-0.164,,,,-0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109,0.259,0.101,0.109,0.122,-0.125,-0.119,0.0,-0.004,0.0,0.012,0.013,0.017,0.0,,0.0,,,,,,,,,,0,641.5,,,641.55,,,,,,,,,,,,,,,,,,,,,,,,,,,653.63,653.63,653.63,653.63,653.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
45597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.173,-0.008,-0.049,,-0.165,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,-0.012,,,,0.084,0.106,0.057,0.084,-0.016,0.138,0.043,0.0,-0.004,0.0,0.013,0.013,,,0.0,0.0,,,,,,,,,,1,,,,,,,,,,,,,,722.93,722.94,722.99,,,,,,,,,,,,,755.68,,759.82,759.82,759.83,759.83,759.83,759.87,,,,,,,,,,,,,,,,,,,,T1,,,,,,,,,,,,,,,,,,,,,,,,
60000,-0.01,-0.115,,0.019,-0.164,,-0.016,-0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106,0.074,0.037,0.106,0.075,-0.099,,,,,0.01,0.013,0.062,0.0,,0.0,,,,,,,,,,0,273.18,273.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.34,274.34,274.35,,274.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
7708,0.101,0.115,0.0,,,,,,-0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.056,0.036,0.063,-0.056,-0.031,-0.072,-0.038,0.0,0.003,0.0,0.016,0.013,-0.029,0.0,,0.0,,,,,,,,,,0,1095.62,,,1095.64,,,,,,,,,,,,,,,,,,,,,,,,,,,1096.33,1096.33,1096.33,1096.33,1096.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
4496,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.034,-0.136,-0.37,,,0.047,,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.239,-0.176,,,,0.13,0.272,0.037,0.13,-0.012,-0.072,,,,,0.016,0.013,0.062,0.0,0.0,0.0,,,,,,,,,,0,,,,,,,,,,,381.45,381.47,381.48,,,,,,,,,,,,,,,,408.8,,427.26,427.26,427.26,,427.26,427.27,,,,,,,,,,,,,,,,,T1,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
50587,-0.023,-0.115,,0.119,-0.164,,0.068,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.134,-0.072,0.082,0.134,0.075,-0.125,-0.119,0.0,-0.003,0.0,0.013,0.013,-0.029,0.0,0.0,0.0,,,,,,,,,,0,523.55,523.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.54,525.54,525.54,525.54,525.54,525.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
55975,,,,,,,,,,-0.018,,-0.224,-0.01,,,,-0.009,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,-0.034,0.037,0.029,0.004,0.007,,,,,0.014,0.013,-0.029,0.0,,0.0,,,,,,,,,,0,,,,,351.03,,351.06,,,,,,,,,,,,,,,,,,,,,,,,351.8,351.8,351.81,,351.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
3752,0.069,0.035,0.0,,0.336,,-0.019,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.132,0.004,0.063,-0.132,-0.075,0.007,0.043,0.0,-0.003,0.0,0.016,0.013,-0.029,0.0,,0.0,,,,,,,,,,0,1159.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.59,1160.59,1160.6,1160.6,1160.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
46580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078,-0.001,-0.001,,,0.094,0.059,,,,,,,,,,,,,,,,,,,,,,,-0.137,-0.035,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.158,,-0.007,0.066,0.0,,0.0,0,,,,,,,,,,,,,,,,,678.99,,679.11,,,,,,,,,,685.61,,,,,,,,724.58,,724.6,724.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21780,0.095,0.008,,-0.081,,,,,0.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,0.291,-0.752,0.067,-0.055,0.112,,,,,0.011,0.013,0.153,0.0,,0.0,,,,,,,,,,0,169.34,169.35,,169.37,,,,,,,,,,,,,,,,,,,,,,,,,,,170.09,170.09,170.09,,170.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
5919,0.03,0.158,,0.019,,,,,-0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,-0.015,0.063,0.008,-0.004,-0.02,-0.038,0.0,0.003,0.0,0.017,0.013,-0.074,0.0,0.0,0.0,,,,,,,,,,1,922.2,922.2,,922.24,,,,,,,,,,,,,,,,,,,,,,,,,,,925.56,925.56,925.56,925.56,925.56,925.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
27172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.001,,,0.036,-0.286,,,,,,,,,,,,,,,-0.124,0.108,,,,0.084,0.093,0.057,0.084,-0.027,-0.309,0.043,0.0,-0.013,0.0,0.014,0.013,-0.119,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,680.85,680.85,,,,,,,736.63,,740.29,740.29,740.29,740.29,740.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
25931,,,,,,,,,,0.006,,0.043,,,,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118,0.03,0.015,0.118,,0.086,,,,,0.01,0.013,0.153,0.0,0.0,0.0,,,,,,,,,,0,,,,,222.22,,,,,,,,,,,,,,,,,,,,,,,,,,223.1,223.1,223.1,,223.1,223.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
16999,,,,,,,,,,0.01,,-0.231,-0.01,-0.03,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12,0.124,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.078,-0.021,,0.033,0.0,0.269,0.0,0,,,,,1400.59,1400.62,,,,,,,,,,,,,,,,,,,,,,,1405.66,,,,,,,,1408.44,,1408.47,1408.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17891,,,,,,,,,,0.014,,0.294,,0.054,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.047,,-0.049,0.156,0.0,0.069,0.0,0,,,,,1424.56,1424.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425.77,,1425.79,1425.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30899,,,,,,,,,,0.002,,0.2,,,,,0.01,-0.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.079,0.24,0.037,0.079,0.106,-0.125,,,,,0.013,0.013,-0.029,0.0,,0.0,,,,,,,,,,0,,,,,281.99,,282.01,,,,,,,,,,,,,,,,,,,,,,,,288.41,288.41,288.41,,288.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38642,0.03,0.184,0.0,,,,,,-0.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.117,0.221,-0.702,0.117,0.098,0.112,,,,,0.012,0.013,0.199,0.0,,0.0,,,,,,,,,,0,80.47,,,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,82.25,82.25,82.25,,82.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
52417,0.095,0.088,,0.019,,,,,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,,,-0.132,0.017,0.063,-0.132,-0.098,0.138,-0.038,0.0,-0.012,0.0,0.014,0.013,-0.029,0.0,,0.0,,,,,,,,,,0,1258.36,1258.36,,1258.39,,,,,,,,,,,,,,,,,,,,,,,,,,,1261.7,1261.7,1261.71,1261.71,1261.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
40997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,,,0.006,-0.029,,-0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074,0.024,,,,0.109,0.03,0.057,0.109,-0.027,-0.125,0.016,0.0,-0.004,0.0,0.014,0.013,0.017,0.0,0.0,0.0,,,,,,,,,,0,,,,,,,,,,,,,,763.39,,763.39,,,,,,,,,,,,,776.24,,779.17,779.17,779.18,779.18,779.18,779.19,,,,,,,,,,,,,,,,,,,,T1,,T1,,,,,,,,,,,,,,,T1,,,,,,,
51055,-0.029,0.077,0.0,,0.336,-0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.056,-0.047,0.063,-0.056,-0.063,0.059,-0.038,0.0,0.022,0.0,0.014,0.013,-0.029,0.0,0.0,0.0,,,,,,,,,,0,1249.17,,1249.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260.06,1260.06,1260.07,1260.07,1260.07,1260.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
11907,-0.088,-0.153,,0.019,,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005,0.068,0.104,-0.005,-0.063,0.033,0.016,0.0,-0.004,0.0,0.016,0.013,0.062,0.0,,0.0,,,,,,,,,,0,1591.21,1591.23,1591.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592.65,1592.65,1592.65,1592.65,1592.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
23604,0.18,-0.04,,0.019,0.336,,-0.072,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.056,0.017,0.104,-0.056,-0.016,-0.072,0.07,0.0,0.012,0.0,0.007,0.013,0.017,0.0,,0.0,,,,,,,,,,0,1645.57,1645.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647.01,1647.01,1647.01,1647.01,1647.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
11227,0.023,0.147,,-0.181,-0.164,,0.008,-0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,,,-0.005,-0.066,0.082,-0.005,0.055,-0.02,0.016,0.0,-0.003,0.0,0.012,0.013,0.108,0.0,,0.0,,,,,,,,,,0,1363.92,1363.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1366.2,1366.2,1366.21,1366.21,1366.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
56556,0.003,0.115,,-0.081,-0.164,,-0.031,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.07,-0.086,,0.043,0.0,,0.0,0,1426.86,1426.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1427.86,,1427.88,1427.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,,,,,,,,,,0.01,,0.492,,0.051,0.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.039,0.014,,-0.175,0.0,0.069,0.0,0,,,,,1392.44,1392.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1394.22,,1394.24,1394.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30917,0.01,-0.099,0.0,,-0.164,,,,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.269,-0.028,0.037,0.269,0.086,-0.072,,,,,0.013,0.013,0.108,0.0,0.0,0.0,,,,,,,,,,0,365.05,,,365.09,,,,,,,,,,,,,,,,,,,,,,,,,,,367.14,367.14,367.14,,367.14,367.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31231,,,,,,,,,,-0.006,,0.273,,,,,-0.043,-0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.118,,-0.058,0.2,0.0,0.069,0.0,0,,,,,1396.54,,1396.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1396.95,,1396.98,1396.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47871,0.049,0.093,,-0.081,,,0.002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.004,0.082,0.02,0.027,0.007,0.016,0.0,-0.003,0.0,0.012,0.013,-0.165,0.0,0.0,0.0,,,,,,,,,,0,1394.93,1394.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395.47,1395.47,1395.47,1395.47,1395.47,1395.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
5480,,,,,,,,,,0.022,0.066,,,,,,-0.004,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,-0.04,0.082,-0.3,0.078,-0.072,-0.038,0.0,-0.012,0.0,0.011,0.013,-0.165,0.0,,0.0,,,,,,,,,,0,,,,,,,582.62,,,,,,,,,,,,,,,,,,,,,,,,586.31,586.31,586.32,586.32,586.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28767,,,,,,,,,,-0.022,,0.244,-0.01,0.013,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,,,0.058,0.017,0.063,0.058,0.059,0.138,-0.038,0.0,-0.013,0.0,0.017,0.013,-0.029,0.0,0.0,0.0,,,,,,,,,,0,,,,,935.4,935.42,,,,,,,,,,,,,,,,,,,,,,,,,940.67,940.67,940.67,940.67,940.67,940.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
